command,mean,stddev,median,user,system,min,max
./build/hello-zig,0.0037471490518867947,0.0016443817559692363,0.003183083,0.0006504795597484273,0.0006224072327044022,0.001965416,0.011707416
./build/hello-cpp,0.004122472863157891,0.002175629313295473,0.0030886455000000003,0.000704378947368421,0.0007974421052631576,0.002382625,0.014110333000000001
./build/hello-rust,0.004076057091973243,0.0017760734805195141,0.0033364995000000003,0.0008549899665551846,0.0006156588628762543,0.002189875,0.012767666
./build/hello-go,0.005854328108490565,0.002806086123040678,0.005234854000000001,0.001300287735849057,0.0014326745283018871,0.00180375,0.016821333
./build/hello-ghc,0.024798114821782184,0.0037899709029385075,0.024053958,0.004615564356435644,0.00395629702970297,0.018969791,0.0461255
./build/hello-deno,0.01598492431304348,0.004834901426394032,0.013570208,0.0078026956521739105,0.0024899999999999996,0.011549541,0.030002375
./build/hello-racket,0.06559309974,0.006680197954659325,0.061615166,0.04175291999999999,0.013399259999999994,0.05929891600000001,0.078644458
./build/hello-dart.exe,0.020045515186046504,0.003479905460121308,0.0195354785,0.004889180232558139,0.004262988372093021,0.015351166000000001,0.028476416
bc ./bc/hello.bc,0.010787389530681825,0.0044992536509095606,0.009799562000000001,0.0006707613636363637,0.0014930000000000004,0.0028618750000000003,0.021073291
bun ./js/hello.js,0.013357495231939165,0.005248427204517323,0.010628458,0.004707623574144488,0.0037770836501901145,0.008286208,0.029017750000000002
bun ./ts/hello.ts,0.013495996035087715,0.005168720922027742,0.010829353500000001,0.0047170877192982425,0.0037259122807017544,0.008375291,0.026812750000000003
deno run ./js/hello.js,0.019811913100000002,0.006002788091646355,0.0158871875,0.00831098888888889,0.0029028555555555544,0.013835166000000001,0.033037250000000004
deno run ./ts/hello.ts,0.0193935113419689,0.004895017233319938,0.018051333000000003,0.008315497409326427,0.0029611243523316065,0.013838583000000002,0.031334625000000005
node ./js/hello.js,0.031804242060975596,0.003791732864450216,0.0300043745,0.019500365853658542,0.002854670731707317,0.028707041000000003,0.042383125
tsx ./ts/hello.ts,0.11183370808333337,0.010145481984734155,0.110049875,0.09317145833333333,0.01441470833333333,0.09633733300000001,0.128709333
python3 ./python/hello.py,0.028724965940476195,0.004096566141895495,0.028182395500000002,0.010094809523809525,0.004989726190476192,0.022350708,0.043189708
ruby ./ruby/hello.rb,0.07065677279999999,0.0052750670757997645,0.071418625,0.032010711111111104,0.013612288888888886,0.058369833,0.082372125
racket ./racket/hello.rkt,0.09142426702777778,0.00864611948348474,0.092407187,0.04654633333333333,0.01760444444444444,0.075846958,0.10789395800000001
elixir ./elixir/hello.exs,0.37985929139999997,0.006770628620300628,0.38253325000000005,0.21207089999999998,0.102006,0.367977416,0.387293166
